Timestamp,URL,Filename,Status,Message
2025-09-05T00:52:44.911562,https://upload.wikimedia.org/wikipedia/commons/3/3f/Fronalpstock_big.jpg,Fronalpstock_big.jpg,Success,Saved to Fetched_Images\Fronalpstock_big.jpg
